context,question,answer
"755.

756.

757.

758.

759.

RELIABLE INDUSTRIES (5202-52-01), KATRAS 
ROAD, DHANBAD, JHARKHAND. - 826001
PH :9835830202
7369945040.
RELIABLE INDUSTRIES (5202-52-02), BEHIND 
PRABHAT KHABAR, AT: KOLAKUSMA, P.O K.G. 
ASHRAM, SARAIDHELA , DHANBAD - 828127
PH :8102333474
7369945043.
RELIABLE INDUSTRIES (5202-52-06), SUGIADIH, 
HIRAK ROAD, SARAIDHELA, DHANBAD, 
JHARKHAND. - 828127
PH :9334094940.
CAR ONE (A UNIT OF RAJHANS AUTOMOBILES 
PRIVATE LIMITED) (5205-52-01), NH-2, GT ROAD, 
SAHARJORI, BARWADA, DHANBAD. - 828 109
PH :9006828000, 9835740433.
RELIABLE INDUSTRIES (5202-52-09), 
TILAKRAIDIH, K G ASHRAM, NH-32, 
GOVINDPUR, DHANBAD, JHARKHAND - 828109
PH :9031096662.

DUMKA

760.

RELIABLE INDUSTRIES (L701-L7-01), OPP 
DUDHANI PETROL PUMP, DEOGHAR-PAKUR 
ROAD,DUMKA ( JHARKHAND) - 814101
PH :6205161170.

CHANDWA

GARHWA

750.",What is the contact information for Reliable Industries in Dhanbad?,"The contact information for Reliable Industries in Dhanbad is as follows:
    - Address: Katras Road, Dhanbad, Jharkhand - 826001
    - Phone: 9835830202, 7369945040"
"CHANDWA

GARHWA

750.

HILLTOP MOTORS (A UNIT OF HIRALAL 
MOTORS PVT LTD) (SCS1-SCS-01), HILLTOP 
MOTORS, MAIN ROAD, CHANDWA, PO AND PS, 
CHANDWA – 829203, DIST – LATEHAR, 
JHARKHAND - 829203
PH :7061157502.

761.

PREMSONS MOTOR UDYOG PVT. LTD. 
(VX01-VX-01), KHATA NO. 4, KHESRA NO. 108, 
109, THANA NO. 342, PIPRAKALA, GARHWA, 
JHARKHAND. - 822114
PH :8862828802
9835507004.

CHIRKUNDA

GHATSHILA

751.

RELIABLE INDUSTRIES (CQT1-CQT-01), PLOT 
NO. 109-110, KHAITAN NO. 12, MOUZA NO. 251, 
P.S. – CHIRKUNDA, DISTRICT – DHANBAD, 
JHARKHAND. - 828202
PH :9905937751
9835814404.

DALTONGANJ

752.

PREMSONS MOTORS UDYOG PVT LTD 
(5103-MP-02), KACEHRI ROAD, DALTONGANJ, 
PALAMU - 822101
PH :9835507004.

DEOGHAR

753.

754.

RELIABLE INDUSTRIES (5202-KR-03), SHAHEED 
ASHRAM ROAD, JHAUNSAGARHI, DEOGHAR, - 
814112
PH :6207129088
7001553251.
RELIABLE INDUSTRIES (KR02-KR-01), MOUZA - 
CHAKRIPAHARI, NO. 587, WARD NO. 36, 
DEOGHAR, JHARKHAND. - 814114
PH :9835811220, 9835814404.

DHANBAD

762.",Where is the location of Hilltop Motors?,"The location of Hilltop Motors is in Chandwa, Jharkhand."
"DHANBAD

762.

PEBCO MOTORS LTD. (AIA1-AIA-01), PLOT NO. 
68, KHASRA NO.128, MAUZA PAORA, NH-33, 
NEAR FULL-DUNGRI CHOWK,GHATSHILA, EAST 
SINGHBHUM (JHARKHAND) - 832303
PH :9308433388.

GIRIDIH

763.

764.

RELIABLE INDUSTRIES (5202-3D-04), 
MOHANPUR, PACHAMBA ROAD, GIRIDIH. - 
815301
PH :8102924860
8102924858.
RELIABLE INDUSTRIES PVT. LTD (5202-3D-08), 
PLOT NO. 7, HALKA NO. 12, KHATA NO. 2, 
THANA NO. 266, MOUZA - CHATRO, GIRIDIH, 
JHARKHAND. - 815301
PH :9835835101.

GODDA

765.

RELIABLE INDUSTRIES (5202-EJ-05), ASANBANI 
CHOWK, MAIN ROAD, GODDA. - 814133
PH :6207129088.

GUMLA

766.

PREMSONS MOTOR UDYOG PVT. LTD. 
(5103-2O-04), VANASTHALI COMPLEX 
PUGUCHAMPA NAGAR,NH-23,SISAI 
ROAD,GUMLA - 835207
PH :9835507004.

HAZARIBAGH

767.

768.

HINDUSTAN AUTO AGENCY (Y901-Y9-01), NEAR 
SBI MAIN BRANCH, MAIN ROAD, HAZARIBAGH. - 
825301
PH :9304051949,
9263631327.
HINDUSTAN AUTO AGENCY (Y901-Y9-02), 
MASIPIRHI, BABHANBAY, HAZARIBAGH , 
JHARKHAND. - 825301
PH :9216888118
9263631327,.",What is the contact number for Reliable Industries in Godda?,The contact number for Reliable Industries in Godda is 6207129088.
"JAMSHEDPUR

769.

770.

771.

PEBCO MOTORS LTD. (3101-31-01), MEDIUM 
SECTOR, INDUSTRIAL AREA, ADITYAPUR, 
JAMSHEDPUR - 831001
PH :9308433388.
PEBCO MOTORS LTD. (3101-31-02), 16 
BALICHALA, CONTRACTORS & GODOWN AREA, 
SONARI, JAMSHEDPUR - 831011
PH :9308433388.
MOTOR WORLD (3102-31-01), N.H-33, NEAR 
PARDIH CHOWK, MANGO, JAMSHEDPUR - 
831012
PH :9431347164, 9570168342.

JAMTARA

772.

RELIABLE INDUSTRIES (BOX1-BOX-01), PLOT 
NO. 483, PARWAT BIHAR, DUMKA ROAD, 
JAMTARA, JHARKHAND. - 815351
PH :9835814404.

KATRAS

773.

CAR ONE (A UNIT OF RAJHANS AUTOMOBILES 
PRIVATE LIMITED) (GLP1-GLP-01), RAJHANS 
REFRACTORIES, OPP. LIC OFFICE, RAJGANJ 
ROAD, KATRAS, DISTT. DHANBAD, 
JHARKHAND-828114 - 828114
PH :8910900556.

KHELARI

774.

SUDHA MOTORS(A UNIT OF SUDHA BUSINESS 
ENTERPRISES PVT LTD) (CFO1-CFO-01), PLOT 
113, MOUZA- BUKBUKA, BESIDE PAHADI 
MANDIR, KHELARI, RANCHI - 829205
PH :6458222, 9534199997.

KHUNTI

775.",What is the contact number for PEBCO MOTORS LTD in Jamshedpur?,The contact number for PEBCO MOTORS LTD in Jamshedpur is 9308433388.
"KHUNTI

775.

PREMSONS MOTOR UDYOG PVT. LTD 
(BOL1-BOL-01), PLOT NO. 747, KHATA NO. 2, 
DAHUGUTU, CHAIBASA ROAD, KHUNTI, 
JHARKHAND. - 835 210
PH :9835507004.

KODARMA

776.

HINDUSTAN AUTO AGENCY (VR01-VR-01), AT 
LALMAN DIGTHU, BESIDE KRISHNA SURYA 
COLD STORAGE, JHUMRI TILAIYA, P.S. – 
TILAIYA, DISTRICT – KODERMA, JHARKHAND. - 
825409
PH :6201998936.

LOHARDAGA

777.

MURI

778.

SUDHA MOTORS(A UNIT OF SUDHA BUSINESS 
ENTERPRISES PVT LTD) (CX01-CX-01), PLOT 
NO. 14P, 15, 23, RIADA, LOHARDAGA, 
JHARKHAND. - 835302
PH :9534199997.

HILLTOP MOTORS (CODE UNDER 
CREATIONS-CODE UNDER CREATIONS-CODE 
UNDER CREATIONS), NEAR BANK OF INDIA, 
SILLI MAIN ROAD, MURI, PIN - 835102 - 835102
PH :7061157502.

RAMGARH

779.

HINDUSTAN AUTO AGENCY (AV01-AV-01), 
MARAR, RANCHI ROAD (NH-33), RAMGARH - 
829122
PH :9263631345.

RANCHI

780.

781.

782.

783.

784.

785.

786.",Where is the location of Hindustan Auto Agency in Kodarma?,"The location of Hindustan Auto Agency in Kodarma is at Lalman Digthu, beside Krishna Surya Cold Storage, Jhumri Tilaiya, P.S. - Tilaiya, District - Kodarma, Jharkhand."
"PREMSONS MOTORS UDYOG PVT LTD 
(5103-51-01), 502, KANKE ROAD, RANCHI. - 
834008
PH :9304807355.
PREMSONS MOTOR UDYOG PVT. LTD. 
(5103-51-03), 10/P, NAMKUM INDUSTRIAL 
ESTATE,BEHIND HIGH TENSION INSULATOR 
FACTORY, LOWER CHUTIA, RANCHI - 834010
PH :9262899003.
PREMSONS MOTOR UDYOG PVT. LTD. 
(5103-51-05), PLOT NO.31 & 134, JOHNSON 
MORH, TUPUDANA INDUSTRIAL AREA, 
TUPUDANA, RANCHI - 834003
PH :9835507004.
SUDHA MOTORS(A UNIT OF SUDHA BUSINESS 
ENTERPRISES PVT LTD) (5107-51-02), PLOT NO. 
74, OPPOSITE OTC GROUND, HEHAL, RATU 
ROAD, RANCHI, JHARKHAND - 834005
PH :9534199997, 8227996660.
SUDHA MOTORS(A UNIT OF SUDHA BUSINESS 
ENTERPRISES PVT LTD) (5107-51-03), PLOT NO. 
39, NEAR BOOTY MORE, RANCHI-RAMGARH 
ROAD, RANCHI. - 835217
PH :9534199997.
PREMSONS MOTOR UDYOG PVT. LTD. 
(5103-51-06), PLOT NO.14 (P) KOKAR 
INDUSTRIAL AREA KOKAR, RANCHI. - 834001
PH :9835507004.
HILLTOP MOTORS (A UNIT OF HIRALAL 
MOTORS PVT LTD) (5109-51-01), KHATA NO. 
247, MOUZA - PUNDAG,P.S. - PUNDAG, RANCHI,",What are the contact details for Sudha Motors in Ranchi?,"The contact details for Sudha Motors in Ranchi are as follows:
- Address: Plot No. 74, Opposite OTC Ground, Hehal, Ratu Road, Ranchi, Jharkhand - 834005
- Phone Numbers: 9534199997, 8227996660."
"MOTORS PVT LTD) (5109-51-01), KHATA NO. 
247, MOUZA - PUNDAG,P.S. - PUNDAG, RANCHI, 
JHARKHAND. - 834004
PH :7061157502.","What is the contact information for MOTORS PVT LTD in Ranchi, Jharkhand?","The contact information for MOTORS PVT LTD in Ranchi, Jharkhand is as follows:
    Address: KHATA NO. 247, MOUZA - PUNDAG, P.S. - PUNDAG, RANCHI, JHARKHAND - 834004
    Phone Number: 7061157502"
"Dealer Workshop  (AS ON 31.05.2023 )

787.

HILLTOP MOTORS (A UNIT OF HIRALAL 
MOTORS PVT LTD) (5109-51-02), NEAR KATHAL 
MORE, ARGORA RANCHI RD, NEAR EKLABBA 
TOWER, DHIPATOLI, ARGORA, RANCHI - 834004
PH :7061157502.

KARNATAKA

ANEKAL

788.

PRATHAM MOTORS PVT. LTD (0205-FA-04), 
SY#45/3, KAVAL HOSAHALLI, KASABA HOBLI, 
ANEKAL TALUK - 562106
PH :9945540131.

ANKOLA

789.

BHARATH AUTO CARS PVT. LTD. (FC02-FC-01), 
NEAR NARAYANA TEMPLE KAKKAR MUTTA, 
BELEGULI CROSS, ANKOLA, UK DISTRICT - 
581314
PH :7829567400.

ATHANI

790.

SHANTESHA MOTORS (BWA1-BWA-01), RS NO. 
605, SHIVAYOGI NAGAR, BIJAPUR ROAD, 
ATHANI, DIST. - BELGAUM. - 591304
PH :8884472587.

ATHRADI

791.

ABHARAN MOTORS PVT LTD (G601-UK-04), 
HERABETTU ROAD ATHARDI UDUPI - 576107
PH :9845472500.

ATTIBELE

792.

SURAKSHAA CAR CARE PVT. LTD. 
(BMM1-BMM-01), SURVEY NO.22/7/8, SARJAPUR 
MAIN ROAD, INDIABELE VILLAGE, OPP. TO 
GOLDEN LIBERTY, ATTIBELE P.O., 
BANGALORE. - 562107
PH :9449865665.

BAGALKOT

793.",What is the contact number for Hilltop Motors in Ranchi?,The contact number for Hilltop Motors in Ranchi is 7061157502.
"BAGALKOT

793.

VIJAY MOTOWINGS (ZL01-ZL-01), 
180/4-2,BELGUM RAICHUR ROAD,NEAR APMC 
MARKET YARD, BAGALKOT - 587103
PH :9481289167.

BAGEPALLI

794.

BIMAL AUTO AGENCY INDIA PVT. LTD. 
(BTV1-BTV-01), H.L. NO. 423 AND 436 SRI 
SATHYA SAI NAGAR, ON NH-7, 
THIMAKALAPALLI BLOCK-II, PARAGODU GRAM 
PANCHAYATH, KASABA HOBLI, BAGEPALLI 
TALUK, CHIKKABALLAPUR DIST. - 561 207
PH :9742458888.

BANGALORE

795.

MANDOVI MOTORS PVT LTD. (0201-02-01), 
24/4,7TH MAIN,WILSON GARDENS,BANGALORE 
- 560027
PH :9945235511.

796.

797.

798.

799.

800.

801.

802.

803.

804.

805.

806.

807.",What is the contact number for Bimal Auto Agency India Pvt. Ltd. in Bagepalli?,The contact number for Bimal Auto Agency India Pvt. Ltd. in Bagepalli is 9742458888.
"MANDOVI MOTORS PVT LTD. (0201-02-07), 
17/A-2&3 IND.SUBURB.IIND STAGE, 
GORAGUNTEPALAYA, TUMKUR ROAD. 
YESWANTHPUR, BANGALORE - 560022
PH :9945235537.
MANDOVI MOTORS PVT LTD. (0201-02-05), 
NO.2/106 (NEXT TO KASSIA BLDG.),17TH 
CROSS,MAGADI CHORD ROAD EXTN. 
VIJAYANAGAR,BANGALORE - 560079
PH :9945235529.
RNS MOTORS (7301-02-03), 2275 TUMKUR 
ROAD, GURGUNTEPALYA, YESHWANTPUR, 
BANGALORE - 560022
PH :9606933236.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0218-02-01), NO.- 60/3, VENKATALA VILLAGE, 
YELAHANKA HOBLI, BANGALORE NORTH 
TALUK - 560064
PH :9945541034.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-01), 60/2, MAHADEVPURA, WHITE 
FIELD ROAD, BANGALORE - 560048
PH :99723 98105.
RNS MOTORS (7301-02-04), HOSUR 
ROAD,BOMMANAHALLI,MADIVALA 
POST,BANGALORE - 560068
PH :9148001412.
MANDOVI MOTORS PVT LTD. (0201-02-08), NO. 
70 SARAKKI INDUSTRIAL LAYOUT,J.P 
NAGAR,3RD PHASE, BANGALORE - 560078
PH :9954235522.
PRATHAM MOTORS PVT. LTD (0205-02-01), 16, 
BALLANDUR, SARJAPUR RING ROAD,","What is the contact number for MANDOVI MOTORS PVT LTD in YESWANTHPUR, BANGALORE?","The contact number for MANDOVI MOTORS PVT LTD in YESWANTHPUR, BANGALORE is 9945235537."
"PH :9954235522.
PRATHAM MOTORS PVT. LTD (0205-02-01), 16, 
BALLANDUR, SARJAPUR RING ROAD, 
BANGALORE - 560037
PH :9945540126.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-02), NO. 69/2, SARAKKI, KANAKAPURA 
ROAD, BANGALORE - 560078
PH :9972398139.
PRATHAM MOTORS PVT. LTD (0205-02-02), 
STHANIKAM'S ARCADE, OPP. ST THERESA 
HOSPITAL, DR. RAJ KUMAR ROAD,  A 
BLOCK,RAJAJINAGAR 2 STAGE, BANGALORE - 
560010
PH :9900061378.
KALYANI MOTORS PVT. LTD. (0211-02-01), 
MYSORE ROAD,PANTHARAPALYA,KENGRI 
HOBLI,BANGALORE - 583201
PH :9538887078.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-03), NO.7/1, KALANAAGRAHARA 
VILLAGE, MOUNT ST. JOSEPH TRAINING 
COLLEGE FOR JESUITS COMPOUND, IIMB 
POST, BANNERGHATTA RD. , BANGALORE - 
560076
PH :9845166612.",What is the contact number for Pratham Motors Pvt. Ltd in Bangalore?,The contact number for Pratham Motors Pvt. Ltd in Bangalore is 9954235522.
"31 

Dealer Workshop  (AS ON 31.05.2023 )

808.

809.

810.

811.

812.

813.

814.

815.

816.

817.

818.

819.

820.",What is the purpose of the "Dealer Workshop" section in the car manual guide?,The "Dealer Workshop" section in the car manual guide provides a list of workshop numbers or codes that correspond to specific dealerships or service centers.
"BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-04), 6TH CROSS, OFF OLD AIRPORT 
ROAD, HAL 2ND STAGE POST, BANGALORE - 
560038
PH :9972398106.
MANDOVI MOTORS PVT LTD. (0201-02-0C), NO 1 
TO 5, NAVODAYA HBSC, 4TH STAGE, 4TH MAIN, 
RAJAJINAGAR INDUSTRIAL TOWN, 
BASAWESHWAR NAGAR - 560044
PH :9945235537.
KALYANI MOTORS PVT. LTD. (0211-02-04), 
119/1, 11TH 
CROSS,MALLESHWARAM,BANGALORE, - 
560003
PH :9886026519.
MANDOVI MOTORS PVT LTD. (0201-02-0D), 6/8, 
SHREE GANGA GARDEN, GANGA NILAYA, 
HENNUR CROSS, KALYANAGAR POST - 560043
PH :9845132048.
MANDOVI MOTORS PVT LTD. (0201-02-0E), SY 
NO:26,AMBLIPURA VILLAGE,VATHUR 
HOBLI,BANGALORE,EAST TALUKA. - 560102
PH :9945235518.
MANDOVI MOTORS PVT LTD. (0201-02-9B), 
PLOT NO.-257/1-13, BANNERGHATTA ROAD, 
N.S. PALYA, BANGALORE - 560076
PH :9945238559.
KALYANI MOTORS PVT. LTD. (0213-02-02), SY. 
NO.:58/1A & 61/22, AVALAHALLI, NH-4, K.R. 
PURAM, BANGALORE. - 560049
PH :9900037122.
SURAKSHAA CAR CARE PVT LTD (0280-02-01),",What is the contact number for MANDOVI MOTORS PVT LTD in Bangalore?,The contact number for MANDOVI MOTORS PVT LTD in Bangalore is 9945235537.
"PURAM, BANGALORE. - 560049
PH :9900037122.
SURAKSHAA CAR CARE PVT LTD (0280-02-01), 
30/3 K AGRAHARA, HOSUR MAIN ROAD, 
ELECTRONIC CITY, BANGALORE - 580100
PH :9449865605.
KALYANI MOTORS PVT. LTD. (0213-02-03), 
NO.129/4, KUNDALAHALLI VILLAGE, OPP. TO 
BROOKE FIELD HOSPITAL, BROOKFIELD, 
BENGALURU. - 574239
PH :9900038119.
SURAKSHAA CAR CARE PVT. LTD. (0280-02-02), 
#54/1, BOMMANAHALLI, HOSUR MAIN ROAD, 
BANGALORE - 560068
PH :9449865655.
KALYANI MOTORS PVT. LTD. (0213-02-04), 
250/1,BILEKAHALLI, BANNERGHATTA ROAD, 
BENGALURUE - 560076
PH :9686445406.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0218-02-04), PLOT NO.37/38, 2ND STAGE, 
PEENYA INDUSTRIAL AREA, BANGALORE - 
560058
PH :9945237213.
RNS MOTORS (7301-02-0G), 106/7, BELLARY 
ROAD, NEAR IOC PETROL BUNK, 
AMRUTHAALLI, NEAR HEBBAL FLYOVER, 
BENGALURU (KARNATAKA) - 560092
PH :6364884787.",What is the contact number for Surakshaa Car Care Pvt Ltd in Bangalore?,The contact number for Surakshaa Car Care Pvt Ltd in Bangalore is 9900037122.
"32 

821.

822.

823.

824.

825.

826.

827.

828.

829.

830.

831.

832.",What is the purpose of the numbers listed in the context?,The numbers listed in the context are likely page numbers or section numbers in a car manual guide.
"PRATHAM MOTORS PVT. LTD (0205-02-05), 
#58/5 KUDLU VILLAGE, NEXT TO ZEE SCHOOL, 
SARJAPUR HOBLI, ANEKAL TALUK, 
BANGALORE - 560034
PH :9900058466.
RNS MOTORS LIMITED (7301-02-0H), PLOT 
NO.129, KIADB INDUSTRIAL AREA, HEBBAGODI 
VILLAGE, BOMMASANDRA, JIGINI LINK ROAD, 
BANGALORE - 562158
PH :9538965771.
KALYANI MOTORS PVT. LTD. (0291-02-02), 10/1, 
HEBBAL , AMANIKERE KASABA HOBLI, YOGESH 
NAGAR, BANGALORE - 560024
PH :9740985324 , 7760983887.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0286-02-01), #184/185, OPP. FORUM VALUE 
MALL, WHITE FIELD MAIN ROAD, BANGALORE - 
560066
PH :9900245979.
SURAKSHAA CAR CARE PVT. LTD. (0280-02-04), 
PLOT NO. 8 & 9, NEXT TO BDA COMPLEX, 4TH 
BLOCK, 100 FT ROAD, KORAMANGALA, 
BANGALORE, KARNATAKA - 560034
PH :8884419010.
KALYANI MOTORS PVT. LTD. (0287-02-01), # 
10/5, NAGADEVANHALLI, KENGERI, MYSORE 
ROAD, BANGALORE, KARNATAKA - 560056
PH :9900019961.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-06), PLOT NO. 82, DODDA BANASWADI",What is the contact number for Pratham Motors Pvt. Ltd?,The contact number for Pratham Motors Pvt. Ltd is 9900058466.
"PH :9900019961.
BIMAL AUTO AGENCY INDIA PVT. LTD. 
(0216-02-06), PLOT NO. 82, DODDA BANASWADI 
MAIN ROAD, BEHIND IOC PETROL PUMP, NEXT 
TO AIYAPPA TEMPLE, BANASWADI, 
BANGALORE, KARNATAKA - 560033
PH :9738501996.
MANDOVI MOTORS PVT LTD. (0201-02-0H), 
BBMP NO.4C, WARD NO.83, JOLLY ESTATE, 
OLD MADRAS ROAD, NAGAWARAPALYA, 
BANGALORE - 560093
PH :9945235533.
VARUN MOTORS PVT. LTD. (0292-02-01), HNO. 
72/19-6 & HNO. 67/2, YESHWANTPUR 
INDUSTRIAL SUBURB, WARD NO. 10, RAJAJI 
NAGAR, BANGALORE. - 560022
PH :7337834582.
KALYANI MOTORS PVT. LTD. (0213-02-05), PLOT 
NO. 74/5, HORMAVU MAIN ROAD, NEAR BBMP 
OFFICE, KR PURAM HOBLI, BANGALORE. - 
560043
PH :9900037114.
KATARIA AUTOMOBILES PVT. LTD. (0294-02-01), 
NO. 5, 15TH CROSS, KOLANDAPPA GARDEN, 
ANEPALYA, POST – AADUGODI, BANGALORE. - 
560030
PH :7349291802.
MANDOVI MOTORS PVT LTD. (0201-02-0I), 
KATHA NO.4, SITUATED AT GANAKAL 
DHAKALE, SRINIVASPURA, KENGERI HOBLLI, 
UTTARAHALLI, BANGALORE - 560060
PH :9945235516.",What is the contact number for BIMAL AUTO AGENCY INDIA PVT. LTD. in Bangalore?,The contact number for BIMAL AUTO AGENCY INDIA PVT. LTD. in Bangalore is 9900019961.
"833.

834.

835.

836.

837.

838.

839.

840.

841.

842.",What is the purpose of the numbers listed in the context?,The numbers listed in the context are likely page numbers or section numbers in a car manual guide.
"VARUN MOTORS PVT. LTD. (0292-02-02), 
BEARING NO. 27/1 & 27/2, SURVEY NO. 41/3 & 
42/7 BAGALAGUNTA, HESSARGHATTA MAIN 
ROAD, NEAR WIDIA SCHOOL BUS STOP, 
NAGASANDRA POST, BANGALORE. - 560073
PH :7338286729.
MANDOVI MOTORS PVT LTD. (0201-02-0J), SITE 
NO. 58/1, J.B. KAVAL, MAJOR SANDEEP 
UNNIKRISHNAN ROAD, VIDYARANYAPURA, 
BANGALORE. - 560097
PH :9945235514.
KATARIA AUTOMOBILES PVT. LTD. (0293-02-01), 
SURVEY NO. 8/3, 10/4, 10/2, VILLAGE – 
THALAGHATTAPURA, KANAKAPURA MAIN 
ROAD, NEAR NANDI TOYOTA, UTTARAHALLI 
HOBLI, TALUK - BENGALURU SOUTH, 
BANGALORE, KARNATAKA. - 560109
PH :8884434340.
RNS MOTORS LIMITED (7301-02-0J), SY. NO. 
11/2 & 12/1, VILLAGE – ARAKERE, BEGUR 
HOBLI, BANNERGHATTA ROAD, BANGALORE – 
560 076. - 560076
PH :7760982836.
SURAKSHAA CAR CARE PVT. LTD. (0280-02-05), 
SURVEY NO.2/6, BERTENA AGRAHARA, OPP. 
METRO CASH & CARRY, HOSUR MAIN ROAD, 
BANGALORE. - 560100
PH :8884471200.
KALYANI MOTORS PVT. LTD. (0211-02-05), 
SY.NO.8/4, G HOSAHALLI MAIN ROAD,",What is the contact number for Varun Motors Pvt. Ltd.?,The contact number for Varun Motors Pvt. Ltd. is 7338286729.
"PH :8884471200.
KALYANI MOTORS PVT. LTD. (0211-02-05), 
SY.NO.8/4, G HOSAHALLI MAIN ROAD, 
GOLLARAHATTI, V N POST, YESHWANTPURA 
HOBLI, MAGADI MAIN ROAD, BANGALORE - 
560091
PH :9900080229.
SURAKSHA CAR CARE (0280-02-06), BEARING 
NO. 54/4-320/2, BEGUR HOBLI, BOMMANAHALLI 
VILLAGE, BEGUR HOBLI, BANGALORE, 
KARNATAKA. - 560 068
PH :9449865665.
PRATHAM MOTORS PVT. LTD (0205-02-07), 
SUVEY NO. 43/1, ON SH-35, VILLAGE - YAMARE, 
SARJAPUR MAIN ROAD, POST - 
DOMMASANDRA, TALUKA - ANEKAL, 
BENGALURU RURAL, KARNATAKA. - 562125
PH :9611834659.
SURAKSHAA CAR CARE PVT. LTD. (0280-02-07), 
SURVEY NO 106/2A, CHANDAPURA MUNICIPAL 
TOWN,MUTHASANDRA HOSUR MAIN ROAD, 
ANEKAL TQ, BANGALORE, KARNATAKA - 
560099
PH :94498 65666.
KALYANI MOTORS (0291-02-03), SURVEY NO. 
194/5, HUNSEMARANAHALLI, JALA HOBLI, 
DEVANAHALLI TALUK, (YELAHANKA NEW 
TALUK), NEW KEMPEGOWDA INTERNATIONAL 
AIRPORT ROAD, NORTH
PH :9740985324.",What is the contact number for Pratham Motors Pvt. Ltd?,The contact number for Pratham Motors Pvt. Ltd is 0205-02-07 and their phone number is 9611834659.
"843.

MANDOVI MOTORS (0201-02-09), MUNICIPAL 
NO. 133 (OLD NO.S 133 & 133/1), BULL TEMPLE 
ROAD, BBMP WARD NO. 49, K G NAGAR, 
BANGALORE, KARNATAKA-560018. - 560018
PH :9945235516.

BANGALORE (HEBBAGODI )

844.

RNS MOTORS (0210-02-01), SURVEY NO. 48, 
HEBBAGODI, HOSUR MAIN ROAD,ANEKAL 
TALUK,  BANGALORE URBAN DIST, 
KARNATAKA - 560 099
PH :6366938829.
BANGALORE- KP ROAD

845.

KALYANI MOTORS (0213-02-06), SURVEY NO. 
67, NH-209, NAVARATAN GARDENS, (NEAR 
IOCL PETROL BUNK) DODDAKALASANDRA 
VILL., UTTARAHALLI HOBLI, KONANAKUNTE, 
KANAKAPURA-KENGERI ROAD, BANGALORE, 
KARNATAKA - 560062
PH :9900039844/9900073254.

BANGARPET

846.

SURAKSHA CAR CARE PVT. LTD. (OR04-OR-01), 
180/4 OPP. APMC YARD, KOLAR-BANGARPET 
ROAD, BANGARPET (KARNATAKA) - 563114
PH :9449865601.

BANGLORE - BOMMANAHALLI

847.",What is the contact number for MandoVi Motors in Bangalore?,The contact number for MandoVi Motors in Bangalore is 9945235516.
"BANGLORE - BOMMANAHALLI

847.

VARUN MOTORS PVT LTD (0292-02-03), SY NO: 
136 ( OLD NO 54/8) SANGEGURUVANAHALLI(VP) 
KAMAKSHIPALAYA, WARD NO: 17, 
VRISHABHAVATHI NAGAR, MAGADI ROAD, 
BANGALORE NORTH THALUK, 
BANGALORE,KARNATAKA - 560079
PH :9513683052.

BANTWAL

848.

MANDOVI MOTORS PVT LTD. (TR01-TR-01), 
NH-75, PANEMANGALORE, B.C. ROAD, 
BANTWAL, KARANATAKA - 574231
PH :9008810123.

BELGAUM

849.

850.

851.

852.

SHANTESHA MOTOR (P) LTD (E801-E8-01), 
MUJAWAR COMPOUND,NEHRU 
NAGAR,BELGAUM, - 590010
PH :9902043711.
SHANTESHA MOTOR (P) LTD (E801-E8-04), 
PLOT NO. 8, SURVEY NO. 251/51, HAVLOCK 
ROAD CAMP, BELGAUM - 290010
PH :9588645387.
SHANTESHA MOTOR (P) LTD (E801-E8-03), CTS 
NO. 519, 520, BESIDE PARATA 
CORNER,CONGRESS ROAD, TILAKWADI, 
BELGAUM - 590006
PH :8884433911.
SHANTESHA MOTORS (P) LTD (E801-E8-06), 
PLOT NO. 2/I, RS NO. 29, KIADB INDUSTRIAL 
AREA, KIADB BAUXITE ROAD, KANGRALI BK, 
BELGAUM. - 590010
PH :9731396805.

BELLARY

853.",What is the contact number for VARUN MOTORS PVT LTD in Bangalore?,The contact number for VARUN MOTORS PVT LTD in Bangalore is 9513683052.
